filename,probs,pred_labels
IMG_20140922_141731024.jpg,"[0.6903019  0.4017807  0.28231856 0.5913372  0.54656816 0.7991955
 0.61494    0.55579525 0.61612505 0.3686575  0.4334259  0.92962503
 0.6470128  0.4991983  0.6591625  0.33583045]","['Alface', 'Almondega', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141737531.jpg,"[0.62347096 0.50639683 0.36918324 0.45541325 0.45802605 0.8542644
 0.4667552  0.51528823 0.5584561  0.42756888 0.4497344  0.88899374
 0.61367095 0.6112142  0.5440847  0.34302777]","['Alface', 'Almondega', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141739947.jpg,"[0.62198675 0.569343   0.36670697 0.39377123 0.44754285 0.8812699
 0.5694868  0.5492442  0.532966   0.43882468 0.46777493 0.8908606
 0.5535664  0.5829879  0.5928728  0.36207038]","['Alface', 'Almondega', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141743923.jpg,"[0.71210366 0.43128318 0.40289003 0.46070516 0.4380726  0.80520093
 0.6580104  0.42414212 0.55181223 0.41910788 0.38039467 0.9076364
 0.70774513 0.471635   0.643857   0.31298468]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141749449.jpg,"[0.6582161  0.35209274 0.36082742 0.51495457 0.4724767  0.9198699
 0.66006637 0.43804687 0.47767472 0.45533365 0.35804036 0.9356499
 0.76237744 0.5085683  0.6604996  0.30837515]","['Alface', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141953922.jpg,"[0.5517297  0.5216975  0.46864694 0.42903057 0.33190125 0.71868205
 0.5309353  0.42847434 0.5577371  0.33504385 0.3887023  0.80570924
 0.61518055 0.46201742 0.5349079  0.3485859 ]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141956688.jpg,"[0.5732799  0.5137879  0.4210353  0.40927878 0.3148554  0.76309216
 0.5872599  0.47595695 0.5274446  0.36271554 0.36579573 0.85359514
 0.5793698  0.44205356 0.5816474  0.36017132]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_141959973.jpg,"[0.6263346  0.43945375 0.5092546  0.43578327 0.2963682  0.66469985
 0.54302734 0.49488875 0.5899614  0.3977273  0.3834553  0.76987547
 0.60757315 0.4567763  0.65329444 0.37680814]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142002835.jpg,"[0.5893719  0.42109913 0.50052935 0.50609106 0.3080393  0.6862063
 0.5332828  0.4752711  0.61247444 0.41450566 0.40243047 0.77146065
 0.6027537  0.51901346 0.64305806 0.3545046 ]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142006494.jpg,"[0.61111695 0.52578264 0.45866516 0.42867187 0.36049753 0.82952374
 0.47807422 0.5165295  0.501373   0.39899272 0.47036317 0.886472
 0.55812156 0.46522605 0.62256736 0.40247598]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140922_142008810.jpg,"[0.6594286  0.49555486 0.43709472 0.4178663  0.38336167 0.77134335
 0.5209161  0.50835276 0.50571537 0.33820668 0.51872504 0.83811647
 0.51200646 0.43159083 0.56694275 0.39189464]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142012455.jpg,"[0.6277862  0.521829   0.44383267 0.5589935  0.46491686 0.82260996
 0.52300847 0.5496149  0.4978524  0.40708545 0.50838155 0.8312357
 0.5553145  0.5266967  0.52407646 0.3653231 ]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142018215.jpg,"[0.5823949  0.41531232 0.40132144 0.56665003 0.342506   0.79108185
 0.61308545 0.4645391  0.50036466 0.52839744 0.42183638 0.82529086
 0.5928919  0.59081346 0.49772125 0.32301706]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142022007.jpg,"[0.5420786  0.6111492  0.45560232 0.49259272 0.37247542 0.8033668
 0.4639646  0.55642813 0.48095447 0.4327005  0.3829253  0.8207216
 0.5363456  0.45513046 0.6512878  0.3741515 ]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142024454.jpg,"[0.59406435 0.5622382  0.4395121  0.45929268 0.38380298 0.8504466
 0.52911764 0.556139   0.5309549  0.47106072 0.4250549  0.8389672
 0.52897716 0.5088458  0.6034674  0.35662776]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142029011.jpg,"[0.60354394 0.4797866  0.4350258  0.37705824 0.46381807 0.8288369
 0.69859916 0.4895299  0.43348888 0.39519498 0.38126794 0.8038063
 0.5697229  0.4789757  0.57649463 0.3796889 ]","['Alface', 'Almondega', 'Arroz', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142032405.jpg,"[0.57983    0.5060951  0.35557735 0.41938058 0.51634383 0.8431891
 0.6898178  0.5402864  0.4521446  0.3744411  0.38984853 0.80034214
 0.55075014 0.4941934  0.6441971  0.3922687 ]","['Alface', 'Almondega', 'BatataFrita', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142035977.jpg,"[0.65233135 0.46448785 0.38639438 0.38753253 0.39809513 0.8178846
 0.5823715  0.49746045 0.5548107  0.35413688 0.5388335  0.8700576
 0.6336281  0.49275604 0.5840333  0.33802086]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140922_142039746.jpg,"[0.64073294 0.5296767  0.31343374 0.35031202 0.39747545 0.7986943
 0.6194918  0.5390311  0.5979769  0.33793604 0.5867845  0.8496745
 0.5990791  0.45979035 0.56464    0.36031732]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140923_141839167.jpg,"[0.55867606 0.48819762 0.38567343 0.42768872 0.2927243  0.55738974
 0.59096336 0.5271684  0.6605631  0.57445055 0.484546   0.6071067
 0.4852271  0.65873593 0.49216062 0.4226217 ]","['Alface', 'Almondega', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141843918.jpg,"[0.5818198  0.38990307 0.4007572  0.40657207 0.35228577 0.6608742
 0.617302   0.526773   0.66772    0.61034524 0.33491087 0.6585781
 0.5891332  0.6208595  0.5400819  0.4074457 ]","['Alface', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141847844.jpg,"[0.6257859  0.40730327 0.3713802  0.38441432 0.37354323 0.7117094
 0.63211983 0.5061613  0.6409571  0.53894794 0.47350913 0.5677652
 0.52134967 0.71517366 0.55420446 0.44940707]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141851728.jpg,"[0.5314764  0.4480315  0.35301226 0.45156634 0.33464184 0.65896446
 0.7068077  0.5624989  0.6172724  0.5058176  0.40205634 0.58367205
 0.4773706  0.6678866  0.51741433 0.4057777 ]","['Alface', 'Almondega', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141858705.jpg,"[0.5377721  0.331699   0.4153495  0.36541554 0.41105193 0.59630597
 0.67488873 0.5484021  0.58089477 0.61286694 0.45868373 0.60599965
 0.5312162  0.62775654 0.5380195  0.4511741 ]","['Alface', 'Arroz', 'Beterraba', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141901553.jpg,"[0.50353044 0.42493302 0.38545966 0.32253423 0.36665112 0.6477603
 0.67764693 0.6129909  0.63442266 0.5430063  0.4446123  0.67094284
 0.46563736 0.5646035  0.52092487 0.44657063]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_141912036.jpg,"[0.60659754 0.43246078 0.3776415  0.35784873 0.30315477 0.65994334
 0.7453107  0.49168232 0.6626233  0.5766673  0.4678014  0.47760916
 0.5669574  0.6374121  0.4680142  0.44886848]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142132372.jpg,"[0.6423158  0.53106564 0.39809617 0.3649563  0.3061627  0.6909857
 0.60393417 0.53736174 0.55989385 0.519498   0.45766583 0.7249852
 0.55171925 0.50953114 0.4721398  0.434764  ]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142136974.jpg,"[0.69923294 0.49174535 0.37639788 0.39066362 0.34706205 0.7538639
 0.52096623 0.5129542  0.62386817 0.5175751  0.40091547 0.6013619
 0.6117786  0.5063604  0.4825425  0.4142434 ]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142139627.jpg,"[0.6935085  0.47025004 0.43153447 0.4012235  0.2699491  0.7667222
 0.570916   0.43584293 0.53610307 0.60348797 0.4864828  0.619926
 0.61520976 0.59235466 0.46401685 0.39826894]","['Alface', 'Almondega', 'Arroz', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140923_142142307.jpg,"[0.6634233  0.51114976 0.4133753  0.35367483 0.2803633  0.7464552
 0.64216936 0.47467294 0.49505723 0.6429364  0.45953977 0.6482592
 0.586475   0.49332368 0.48735446 0.49906138]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142155960.jpg,"[0.6569493  0.40307692 0.51328707 0.32693857 0.34062836 0.65389407
 0.521932   0.54517984 0.7375446  0.53651243 0.45526063 0.6358807
 0.6053504  0.47071785 0.44978514 0.44782305]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142158768.jpg,"[0.62355316 0.46783343 0.5309658  0.31751436 0.35687807 0.71738464
 0.5123068  0.50436425 0.651365   0.48061785 0.47920236 0.6434173
 0.64255637 0.5182519  0.41343093 0.4371091 ]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142201578.jpg,"[0.57248604 0.47898188 0.48339117 0.36252543 0.37276804 0.69585115
 0.5908209  0.5798525  0.5689376  0.44164664 0.45268622 0.609172
 0.6448252  0.49235877 0.4895731  0.3905799 ]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango']"
IMG_20140923_142204034.jpg,"[0.63556784 0.5093622  0.44274724 0.3467856  0.31588355 0.7225425
 0.57878864 0.5035275  0.5232027  0.54222184 0.42696434 0.6163168
 0.57119596 0.48674816 0.52144283 0.49247035]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142206679.jpg,"[0.5899915  0.48292926 0.40959585 0.3869185  0.31429932 0.7315332
 0.5570151  0.48110023 0.57616806 0.54688275 0.47239482 0.72762257
 0.6142137  0.53304875 0.5007916  0.45339543]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142210125.jpg,"[0.6679963  0.51168835 0.34585905 0.4131855  0.3741494  0.8212955
 0.57397527 0.5629398  0.51242685 0.56059486 0.37544587 0.7611605
 0.6508721  0.5504665  0.56402355 0.4341019 ]","['Alface', 'Almondega', 'BatataFrita', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142327366.jpg,"[0.4977677  0.42049825 0.455364   0.30122164 0.28454426 0.6147467
 0.6168307  0.57605875 0.5790148  0.6283118  0.46532163 0.5273793
 0.46938777 0.568074   0.49685302 0.5924655 ]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142337965.jpg,"[0.46991774 0.3839286  0.3722605  0.35900322 0.24709336 0.6281759
 0.6927788  0.5570908  0.6044853  0.7002901  0.43540835 0.5604808
 0.49032542 0.54306895 0.5238969  0.49553138]","['Alface', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142341729.jpg,"[0.58295053 0.3867298  0.3195527  0.35837406 0.24406202 0.70511717
 0.61805123 0.5685864  0.5730435  0.6839137  0.49768016 0.5109985
 0.5686065  0.4952848  0.50983745 0.47169635]","['Alface', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142345726.jpg,"[0.55269367 0.42468545 0.39295086 0.3594861  0.21929944 0.72413146
 0.668997   0.5155897  0.5651886  0.6197755  0.42868635 0.61990845
 0.5996144  0.5130518  0.51900613 0.55458367]","['Alface', 'Almondega', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142350023.jpg,"[0.5207507  0.4148528  0.40972507 0.3682052  0.23546584 0.63082933
 0.61900663 0.444542   0.6614236  0.70460457 0.42566165 0.6278748
 0.5829099  0.57086635 0.4563281  0.54246455]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142354180.jpg,"[0.56204814 0.36658973 0.36678463 0.24016657 0.27966073 0.62630934
 0.6173237  0.42522493 0.687221   0.67730534 0.50224394 0.58177304
 0.5820409  0.57744414 0.5119975  0.57803315]","['Alface', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142358872.jpg,"[0.47508812 0.3420016  0.4101404  0.27290037 0.33973506 0.605197
 0.6510474  0.443625   0.70499307 0.6922058  0.46026695 0.55407506
 0.60082424 0.6768182  0.611374   0.52979827]","['Alface', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142403477.jpg,"[0.46471626 0.35185677 0.43154836 0.23660845 0.3502686  0.70389414
 0.6486858  0.34756207 0.7136462  0.66549927 0.4695525  0.57860404
 0.6018992  0.6775129  0.5520751  0.51104796]","['Alface', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
IMG_20140923_142407526.jpg,"[0.5204529  0.40613028 0.52855545 0.18645282 0.35315597 0.69476444
 0.68676347 0.42648393 0.63552964 0.6191947  0.447635   0.67901176
 0.61526483 0.5274216  0.50934184 0.6649256 ]","['Alface', 'Almondega', 'Arroz', 'BifeBovinoChapa', 'CarneBovinaPanela', 'Cenoura', 'FeijaoCarioca', 'Macarrao', 'Maionese', 'PeitoFrango', 'PureBatata', 'StrogonoffCarne', 'StrogonoffFrango', 'Tomate']"
